ANO_ELEICAO,SG_UF,SG_PARTIDO,DS_CARGO,eleitos,total_estado,coeficiente
2002,PA,PSD,DEPUTADO ESTADUAL,2,37,5.41
2002,PA,PSDB,DEPUTADO ESTADUAL,6,37,16.22
2002,PA,PSDB,DEPUTADO FEDERAL,3,13,23.08
2002,PA,PST,DEPUTADO ESTADUAL,2,37,5.41
2002,PA,PT,DEPUTADO ESTADUAL,5,37,13.51
2002,PA,PT,DEPUTADO FEDERAL,2,13,15.38
2002,PA,PTB,DEPUTADO ESTADUAL,4,37,10.81
2002,PA,PTB,DEPUTADO FEDERAL,1,13,7.69
2002,PB,CIDADANIA*,DEPUTADO ESTADUAL,1,34,2.94
2002,PB,DEM*,DEPUTADO ESTADUAL,3,34,8.82
2002,PB,DEM*,DEPUTADO FEDERAL,1,10,10.0
2002,PB,MDB*,DEPUTADO ESTADUAL,8,34,23.53
2002,PB,MDB*,DEPUTADO FEDERAL,2,10,20.0
2002,PB,PDT,DEPUTADO ESTADUAL,1,34,2.94
2002,PB,PL*,DEPUTADO ESTADUAL,1,34,2.94
2002,PB,PP*,DEPUTADO ESTADUAL,2,34,5.88
2002,PB,PP*,DEPUTADO FEDERAL,1,10,10.0
2002,PB,PSB,DEPUTADO ESTADUAL,2,34,5.88
2002,PB,PSD,DEPUTADO FEDERAL,1,10,10.0
2002,PB,PSDB,DEPUTADO ESTADUAL,10,34,29.41
2002,PB,PSDB,DEPUTADO FEDERAL,2,10,20.0
2002,PB,PT,DEPUTADO ESTADUAL,4,34,11.76
2002,PB,PT,DEPUTADO FEDERAL,1,10,10.0
2002,PB,PTB,DEPUTADO ESTADUAL,2,34,5.88
2002,PB,PTB,DEPUTADO FEDERAL,2,10,20.0
2002,PE,CIDADANIA*,DEPUTADO ESTADUAL,1,43,2.33
2002,PE,CIDADANIA*,DEPUTADO FEDERAL,1,23,4.35
2002,PE,DC*,DEPUTADO ESTADUAL,1,43,2.33
2002,PE,DEM*,DEPUTADO ESTADUAL,7,43,16.28
2002,PE,DEM*,DEPUTADO FEDERAL,5,23,21.74
2002,PE,MDB*,DEPUTADO ESTADUAL,6,43,13.95
2002,PE,MDB*,DEPUTADO FEDERAL,3,23,13.04
2002,PE,PC DO B,DEPUTADO ESTADUAL,1,43,2.33
2002,PE,PC DO B,DEPUTADO FEDERAL,1,23,4.35
2002,PE,PDT,DEPUTADO ESTADUAL,3,43,6.98
2002,PE,PL*,DEPUTADO ESTADUAL,2,43,4.65
2002,PE,PL*,DEPUTADO FEDERAL,1,23,4.35
2002,PE,PP*,DEPUTADO ESTADUAL,3,43,6.98
2002,PE,PP*,DEPUTADO FEDERAL,2,23,8.7
2002,PE,PSB,DEPUTADO ESTADUAL,4,43,9.3
2002,PE,PSB,DEPUTADO FEDERAL,4,23,17.39
2002,PE,PSC,DEPUTADO ESTADUAL,2,43,4.65
2002,PE,PSD,DEPUTADO ESTADUAL,2,43,4.65
2002,PE,PSDB,DEPUTADO ESTADUAL,4,43,9.3
2002,PE,PSDB,DEPUTADO FEDERAL,3,23,13.04
2002,PE,PSL,DEPUTADO ESTADUAL,1,43,2.33
2002,PE,PT,DEPUTADO ESTADUAL,4,43,9.3
2002,PE,PT,DEPUTADO FEDERAL,3,23,13.04
2002,PE,PTB,DEPUTADO ESTADUAL,1,43,2.33
2002,PE,PV,DEPUTADO ESTADUAL,1,43,2.33
2002,PI,DEM*,DEPUTADO ESTADUAL,9,27,33.33
2002,PI,DEM*,DEPUTADO FEDERAL,4,8,50.0
2002,PI,MDB*,DEPUTADO ESTADUAL,5,27,18.52
2002,PI,MDB*,DEPUTADO FEDERAL,1,8,12.5
2002,PI,PC DO B,DEPUTADO FEDERAL,1,8,12.5
2002,PI,PDT,DEPUTADO ESTADUAL,2,27,7.41
2002,PI,PL*,DEPUTADO ESTADUAL,1,27,3.7
2002,PI,PP*,DEPUTADO ESTADUAL,4,27,14.81
2002,PI,PSDB,DEPUTADO ESTADUAL,3,27,11.11
2002,PI,PSDB,DEPUTADO FEDERAL,1,8,12.5
2002,PI,PT,DEPUTADO ESTADUAL,2,27,7.41
2002,PI,PT,DEPUTADO FEDERAL,1,8,12.5
2002,PI,PTB,DEPUTADO ESTADUAL,1,27,3.7
2002,PR,CIDADANIA*,DEPUTADO ESTADUAL,2,48,4.17
2002,PR,CIDADANIA*,DEPUTADO FEDERAL,1,26,3.85
2002,PR,DEM*,DEPUTADO ESTADUAL,7,48,14.58
2002,PR,DEM*,DEPUTADO FEDERAL,2,26,7.69
2002,PR,MDB*,DEPUTADO ESTADUAL,7,48,14.58
2002,PR,MDB*,DEPUTADO FEDERAL,5,26,19.23
2002,PR,PDT,DEPUTADO ESTADUAL,5,48,10.42
2002,PR,PDT,DEPUTADO FEDERAL,1,26,3.85
2002,PR,PL*,DEPUTADO ESTADUAL,2,48,4.17
2002,PR,PL*,DEPUTADO FEDERAL,1,26,3.85
2002,PR,PP*,DEPUTADO ESTADUAL,4,48,8.33
2002,PR,PP*,DEPUTADO FEDERAL,4,26,15.38
2002,PR,PRP,DEPUTADO ESTADUAL,1,48,2.08
2002,PR,PSB,DEPUTADO ESTADUAL,2,48,4.17
2002,PR,PSC,DEPUTADO ESTADUAL,1,48,2.08
2002,PR,PSDB,DEPUTADO ESTADUAL,4,48,8.33
2002,PR,PSDB,DEPUTADO FEDERAL,4,26,15.38
2002,PR,PSL,DEPUTADO ESTADUAL,2,48,4.17
2002,PR,PT,DEPUTADO ESTADUAL,8,48,16.67
2002,PR,PT,DEPUTADO FEDERAL,5,26,19.23
2002,PR,PTB,DEPUTADO ESTADUAL,3,48,6.25
2002,PR,PTB,DEPUTADO FEDERAL,3,26,11.54
2002,RJ,AVANTE*,DEPUTADO ESTADUAL,2,63,3.17
2002,RJ,CIDADANIA*,DEPUTADO ESTADUAL,1,63,1.59
2002,RJ,DC*,DEPUTADO FEDERAL,1,41,2.44
2002,RJ,DEM*,DEPUTADO ESTADUAL,4,63,6.35
2002,RJ,DEM*,DEPUTADO FEDERAL,3,41,7.32
2002,RJ,MDB*,DEPUTADO ESTADUAL,11,63,17.46
2002,RJ,MDB*,DEPUTADO FEDERAL,6,41,14.63
2002,RJ,PC DO B,DEPUTADO ESTADUAL,1,63,1.59
2002,RJ,PC DO B,DEPUTADO FEDERAL,1,41,2.44
2002,RJ,PDT,DEPUTADO ESTADUAL,3,63,4.76
2002,RJ,PDT,DEPUTADO FEDERAL,3,41,7.32
2002,RJ,PL*,DEPUTADO ESTADUAL,3,63,4.76
2002,RJ,PL*,DEPUTADO FEDERAL,3,41,7.32
2002,RJ,PP*,DEPUTADO ESTADUAL,5,63,7.94
2002,RJ,PP*,DEPUTADO FEDERAL,5,41,12.2
2002,RJ,PRONA,DEPUTADO ESTADUAL,2,63,3.17
2002,RJ,PSB,DEPUTADO ESTADUAL,11,63,17.46
2002,RJ,PSB,DEPUTADO FEDERAL,5,41,12.2
2002,RJ,PSC,DEPUTADO ESTADUAL,2,63,3.17
2002,RJ,PSC,DEPUTADO FEDERAL,1,41,2.44
2002,RJ,PSDB,DEPUTADO ESTADUAL,4,63,6.35
2002,RJ,PSDB,DEPUTADO FEDERAL,5,41,12.2
2002,RJ,PSL,DEPUTADO ESTADUAL,2,63,3.17
2002,RJ,PT,DEPUTADO ESTADUAL,8,63,12.7
2002,RJ,PT,DEPUTADO FEDERAL,6,41,14.63
2002,RJ,PTB,DEPUTADO ESTADUAL,1,63,1.59
2002,RJ,PTB,DEPUTADO FEDERAL,1,41,2.44
2002,RJ,PV,DEPUTADO ESTADUAL,3,63,4.76
2002,RJ,PV,DEPUTADO FEDERAL,1,41,2.44
2002,RN,DEM*,DEPUTADO ESTADUAL,4,21,19.05
2002,RN,DEM*,DEPUTADO FEDERAL,1,6,16.67
2002,RN,MDB*,DEPUTADO ESTADUAL,3,21,14.29
2002,RN,MDB*,DEPUTADO FEDERAL,3,6,50.0
2002,RN,PDT,DEPUTADO ESTADUAL,1,21,4.76
2002,RN,PL*,DEPUTADO ESTADUAL,1,21,4.76
2002,RN,PP*,DEPUTADO ESTADUAL,7,21,33.33
2002,RN,PSB,DEPUTADO ESTADUAL,2,21,9.52
2002,RN,PT,DEPUTADO ESTADUAL,2,21,9.52
2002,RN,PT,DEPUTADO FEDERAL,1,6,16.67
2002,RN,PTB,DEPUTADO ESTADUAL,1,21,4.76
2002,RN,PTB,DEPUTADO FEDERAL,1,6,16.67
2002,RO,CIDADANIA*,DEPUTADO ESTADUAL,1,17,5.88
2002,RO,DEM*,DEPUTADO ESTADUAL,1,17,5.88
2002,RO,DEM*,DEPUTADO FEDERAL,1,5,20.0
2002,RO,MDB*,DEPUTADO ESTADUAL,3,17,17.65
2002,RO,MDB*,DEPUTADO FEDERAL,1,5,20.0
2002,RO,PDT,DEPUTADO ESTADUAL,2,17,11.76
2002,RO,PL*,DEPUTADO ESTADUAL,1,17,5.88
2002,RO,PP*,DEPUTADO ESTADUAL,2,17,11.76
2002,RO,PSB,DEPUTADO ESTADUAL,1,17,5.88
2002,RO,PSDB,DEPUTADO ESTADUAL,2,17,11.76
2002,RO,PSDB,DEPUTADO FEDERAL,1,5,20.0
2002,RO,PT,DEPUTADO ESTADUAL,3,17,17.65
2002,RO,PT,DEPUTADO FEDERAL,1,5,20.0
2002,RO,PTB,DEPUTADO ESTADUAL,1,17,5.88
2002,RO,PTB,DEPUTADO FEDERAL,1,5,20.0
2002,RR,CIDADANIA*,DEPUTADO ESTADUAL,1,17,5.88
2002,RR,DEM*,DEPUTADO ESTADUAL,2,17,11.76
2002,RR,DEM*,DEPUTADO FEDERAL,2,6,33.33
2002,RR,MDB*,DEPUTADO ESTADUAL,1,17,5.88
2002,RR,PAN,DEPUTADO ESTADUAL,1,17,5.88
2002,RR,PDT,DEPUTADO ESTADUAL,1,17,5.88
2002,RR,PDT,DEPUTADO FEDERAL,1,6,16.67
2002,RR,PL*,DEPUTADO FEDERAL,1,6,16.67
2002,RR,PP*,DEPUTADO FEDERAL,1,6,16.67
2002,RR,PRP,DEPUTADO ESTADUAL,1,17,5.88
2002,RR,PSB,DEPUTADO ESTADUAL,1,17,5.88
2002,RR,PSD,DEPUTADO ESTADUAL,1,17,5.88
2002,RR,PSDB,DEPUTADO ESTADUAL,2,17,11.76
2002,RR,PSL,DEPUTADO ESTADUAL,2,17,11.76
2002,RR,PST,DEPUTADO ESTADUAL,1,17,5.88
2002,RR,PST,DEPUTADO FEDERAL,1,6,16.67
2002,RR,PT,DEPUTADO ESTADUAL,1,17,5.88
2002,RR,PTB,DEPUTADO ESTADUAL,1,17,5.88
2002,RR,PTN,DEPUTADO ESTADUAL,1,17,5.88
2002,RS,CIDADANIA*,DEPUTADO ESTADUAL,3,50,6.0
2002,RS,CIDADANIA*,DEPUTADO FEDERAL,1,26,3.85
2002,RS,DEM*,DEPUTADO ESTADUAL,1,50,2.0
2002,RS,MDB*,DEPUTADO ESTADUAL,8,50,16.0
2002,RS,MDB*,DEPUTADO FEDERAL,5,26,19.23
2002,RS,PC DO B,DEPUTADO ESTADUAL,1,50,2.0
2002,RS,PDT,DEPUTADO ESTADUAL,6,50,12.0
2002,RS,PDT,DEPUTADO FEDERAL,3,26,11.54
2002,RS,PL*,DEPUTADO FEDERAL,1,26,3.85
2002,RS,PP*,DEPUTADO ESTADUAL,8,50,16.0
2002,RS,PP*,DEPUTADO FEDERAL,5,26,19.23
2002,RS,PSB,DEPUTADO ESTADUAL,2,50,4.0
2002,RS,PSB,DEPUTADO FEDERAL,1,26,3.85
2002,RS,PSDB,DEPUTADO ESTADUAL,3,50,6.0
2002,RS,PSDB,DEPUTADO FEDERAL,1,26,3.85
2002,RS,PT,DEPUTADO ESTADUAL,12,50,24.0
2002,RS,PT,DEPUTADO FEDERAL,7,26,26.92
2002,RS,PTB,DEPUTADO ESTADUAL,6,50,12.0
2002,RS,PTB,DEPUTADO FEDERAL,2,26,7.69
2002,SC,DEM*,DEPUTADO ESTADUAL,7,35,20.0
2002,SC,DEM*,DEPUTADO FEDERAL,2,13,15.38
2002,SC,MDB*,DEPUTADO ESTADUAL,7,35,20.0
2002,SC,MDB*,DEPUTADO FEDERAL,3,13,23.08
2002,SC,PDT,DEPUTADO FEDERAL,1,13,7.69
2002,SC,PL*,DEPUTADO ESTADUAL,1,35,2.86
2002,SC,PP*,DEPUTADO ESTADUAL,8,35,22.86
2002,SC,PP*,DEPUTADO FEDERAL,3,13,23.08
2002,SC,PSDB,DEPUTADO ESTADUAL,2,35,5.71
2002,SC,PT,DEPUTADO ESTADUAL,8,35,22.86
2002,SC,PT,DEPUTADO FEDERAL,4,13,30.77
2002,SC,PTB,DEPUTADO ESTADUAL,2,35,5.71
2002,SE,CIDADANIA*,DEPUTADO ESTADUAL,3,22,13.64
2002,SE,DEM*,DEPUTADO ESTADUAL,3,22,13.64
2002,SE,DEM*,DEPUTADO FEDERAL,2,5,40.0
2002,SE,MDB*,DEPUTADO ESTADUAL,3,22,13.64
2002,SE,MOBILIZA*,DEPUTADO ESTADUAL,3,22,13.64
2002,SE,MOBILIZA*,DEPUTADO FEDERAL,1,5,20.0
2002,SE,PDT,DEPUTADO ESTADUAL,2,22,9.09
2002,SE,PL*,DEPUTADO ESTADUAL,1,22,4.55
2002,SE,PL*,DEPUTADO FEDERAL,1,5,20.0
2002,SE,PP*,DEPUTADO ESTADUAL,1,22,4.55
2002,SE,PSB,DEPUTADO ESTADUAL,1,22,4.55
2002,SE,PSC,DEPUTADO ESTADUAL,2,22,9.09
2002,SE,PSDB,DEPUTADO ESTADUAL,2,22,9.09
2002,SE,PSDB,DEPUTADO FEDERAL,1,5,20.0
2002,SE,PT,DEPUTADO ESTADUAL,1,22,4.55
2002,SP,CIDADANIA*,DEPUTADO ESTADUAL,5,88,5.68
2002,SP,CIDADANIA*,DEPUTADO FEDERAL,3,64,4.69
2002,SP,DEM*,DEPUTADO ESTADUAL,6,88,6.82
2002,SP,DEM*,DEPUTADO FEDERAL,6,64,9.38
2002,SP,MDB*,DEPUTADO ESTADUAL,4,88,4.55
2002,SP,MDB*,DEPUTADO FEDERAL,4,64,6.25
2002,SP,PC DO B,DEPUTADO ESTADUAL,1,88,1.14
2002,SP,PC DO B,DEPUTADO FEDERAL,1,64,1.56
2002,SP,PDT,DEPUTADO ESTADUAL,4,88,4.55
2002,SP,PGT,DEPUTADO ESTADUAL,1,88,1.14
2002,SP,PL*,DEPUTADO ESTADUAL,2,88,2.27
2002,SP,PL*,DEPUTADO FEDERAL,3,64,4.69
2002,SP,PP*,DEPUTADO ESTADUAL,6,88,6.82
2002,SP,PP*,DEPUTADO FEDERAL,3,64,4.69
2002,SP,PRONA,DEPUTADO ESTADUAL,4,88,4.55
2002,SP,PRONA,DEPUTADO FEDERAL,5,64,7.81
2002,SP,PRP,DEPUTADO ESTADUAL,1,88,1.14
2002,SP,PSB,DEPUTADO ESTADUAL,5,88,5.68
2002,SP,PSB,DEPUTADO FEDERAL,4,64,6.25
2002,SP,PSDB,DEPUTADO ESTADUAL,17,88,19.32
2002,SP,PSDB,DEPUTADO FEDERAL,11,64,17.19
2002,SP,PT,DEPUTADO ESTADUAL,22,88,25.0
2002,SP,PT,DEPUTADO FEDERAL,17,64,26.56
2002,SP,PTB,DEPUTADO ESTADUAL,5,88,5.68
2002,SP,PTB,DEPUTADO FEDERAL,5,64,7.81
2002,SP,PTN,DEPUTADO ESTADUAL,1,88,1.14
2002,SP,PV,DEPUTADO ESTADUAL,4,88,4.55
2002,SP,PV,DEPUTADO FEDERAL,2,64,3.12
2002,TO,CIDADANIA*,DEPUTADO ESTADUAL,1,21,4.76
2002,TO,DEM*,DEPUTADO ESTADUAL,6,21,28.57
2002,TO,DEM*,DEPUTADO FEDERAL,2,6,33.33
2002,TO,MDB*,DEPUTADO ESTADUAL,3,21,14.29
2002,TO,MDB*,DEPUTADO FEDERAL,1,6,16.67
2002,TO,PL*,DEPUTADO ESTADUAL,1,21,4.76
2002,TO,PP*,DEPUTADO ESTADUAL,4,21,19.05
2002,TO,PP*,DEPUTADO FEDERAL,1,6,16.67
2002,TO,PSD,DEPUTADO FEDERAL,1,6,16.67
2002,TO,PSDB,DEPUTADO ESTADUAL,4,21,19.05
2002,TO,PSDB,DEPUTADO FEDERAL,1,6,16.67
2002,TO,PT,DEPUTADO ESTADUAL,1,21,4.76
2002,TO,PTB,DEPUTADO ESTADUAL,1,21,4.76
2006,AC,AVANTE*,DEPUTADO ESTADUAL,1,20,5.0
2006,AC,CIDADANIA*,DEPUTADO ESTADUAL,2,20,10.0
2006,AC,CIDADANIA*,DEPUTADO FEDERAL,1,7,14.29
2006,AC,MDB*,DEPUTADO ESTADUAL,2,20,10.0
2006,AC,MDB*,DEPUTADO FEDERAL,1,7,14.29
2006,AC,MOBILIZA*,DEPUTADO ESTADUAL,1,20,5.0
2006,AC,MOBILIZA*,DEPUTADO FEDERAL,1,7,14.29
2006,AC,PC DO B,DEPUTADO ESTADUAL,2,20,10.0
2006,AC,PC DO B,DEPUTADO FEDERAL,1,7,14.29
2006,AC,PDT,DEPUTADO ESTADUAL,1,20,5.0
2006,AC,PP*,DEPUTADO ESTADUAL,1,20,5.0
2006,AC,PP*,DEPUTADO FEDERAL,1,7,14.29
2006,AC,PSB,DEPUTADO ESTADUAL,2,20,10.0
2006,AC,PSDB,DEPUTADO ESTADUAL,1,20,5.0
2006,AC,PT,DEPUTADO ESTADUAL,6,20,30.0
2006,AC,PT,DEPUTADO FEDERAL,2,7,28.57
2006,AC,PTN,DEPUTADO ESTADUAL,1,20,5.0
2006,AL,AVANTE*,DEPUTADO ESTADUAL,2,25,8.0
2006,AL,CIDADANIA*,DEPUTADO ESTADUAL,1,25,4.0
2006,AL,DEM*,DEPUTADO ESTADUAL,1,25,4.0
2006,AL,DEM*,DEPUTADO FEDERAL,2,6,33.33
2006,AL,MDB*,DEPUTADO ESTADUAL,1,25,4.0
2006,AL,MDB*,DEPUTADO FEDERAL,2,6,33.33
2006,AL,MOBILIZA*,DEPUTADO ESTADUAL,11,25,44.0
2006,AL,PDT,DEPUTADO ESTADUAL,1,25,4.0
2006,AL,PP*,DEPUTADO FEDERAL,1,6,16.67
2006,AL,PRONA,DEPUTADO ESTADUAL,1,25,4.0
2006,AL,PSB,DEPUTADO ESTADUAL,2,25,8.0
2006,AL,PSB,DEPUTADO FEDERAL,1,6,16.67
2006,AL,PSDB,DEPUTADO ESTADUAL,2,25,8.0
2006,AL,PT,DEPUTADO ESTADUAL,1,25,4.0
2006,AL,PTB,DEPUTADO ESTADUAL,2,25,8.0
2006,AM,CIDADANIA*,DEPUTADO ESTADUAL,1,20,5.0
2006,AM,DEM*,DEPUTADO ESTADUAL,2,20,10.0
2006,AM,DEM*,DEPUTADO FEDERAL,1,7,14.29
2006,AM,MDB*,DEPUTADO ESTADUAL,4,20,20.0
2006,AM,MDB*,DEPUTADO FEDERAL,1,7,14.29
2006,AM,MOBILIZA*,DEPUTADO ESTADUAL,1,20,5.0
2006,AM,PAN,DEPUTADO ESTADUAL,2,20,10.0
2006,AM,PC DO B,DEPUTADO ESTADUAL,1,20,5.0
2006,AM,PC DO B,DEPUTADO FEDERAL,1,7,14.29
2006,AM,PP*,DEPUTADO ESTADUAL,3,20,15.0
2006,AM,PP*,DEPUTADO FEDERAL,1,7,14.29
2006,AM,PRONA,DEPUTADO ESTADUAL,1,20,5.0
2006,AM,PRP,DEPUTADO ESTADUAL,1,20,5.0
2006,AM,PSB,DEPUTADO ESTADUAL,1,20,5.0
2006,AM,PSB,DEPUTADO FEDERAL,1,7,14.29
2006,AM,PT,DEPUTADO ESTADUAL,1,20,5.0
2006,AM,PT,DEPUTADO FEDERAL,1,7,14.29
2006,AM,PTB,DEPUTADO ESTADUAL,1,20,5.0
2006,AM,PTB,DEPUTADO FEDERAL,1,7,14.29
2006,AM,PV,DEPUTADO ESTADUAL,1,20,5.0
2006,AP,AVANTE*,DEPUTADO ESTADUAL,2,20,10.0
2006,AP,CIDADANIA*,DEPUTADO FEDERAL,1,5,20.0
2006,AP,DEM*,DEPUTADO ESTADUAL,2,20,10.0
2006,AP,MDB*,DEPUTADO ESTADUAL,3,20,15.0
2006,AP,MDB*,DEPUTADO FEDERAL,1,5,20.0
2006,AP,PCB,DEPUTADO ESTADUAL,1,20,5.0
2006,AP,PDT,DEPUTADO ESTADUAL,2,20,10.0
2006,AP,PDT,DEPUTADO FEDERAL,1,5,20.0
2006,AP,PL*,DEPUTADO ESTADUAL,1,20,5.0
2006,AP,PSB,DEPUTADO ESTADUAL,2,20,10.0
2006,AP,PSB,DEPUTADO FEDERAL,1,5,20.0
2006,AP,PSC,DEPUTADO ESTADUAL,1,20,5.0
2006,AP,PSDB,DEPUTADO ESTADUAL,2,20,10.0
2006,AP,PSL,DEPUTADO ESTADUAL,1,20,5.0
2006,AP,PT,DEPUTADO ESTADUAL,1,20,5.0
2006,AP,PT,DEPUTADO FEDERAL,1,5,20.0
2006,AP,PTB,DEPUTADO ESTADUAL,1,20,5.0
2006,AP,PV,DEPUTADO ESTADUAL,1,20,5.0
2006,BA,AVANTE*,DEPUTADO ESTADUAL,1,57,1.75
2006,BA,CIDADANIA*,DEPUTADO FEDERAL,2,35,5.71
2006,BA,DEM*,DEPUTADO ESTADUAL,15,57,26.32
2006,BA,DEM*,DEPUTADO FEDERAL,13,35,37.14
2006,BA,MDB*,DEPUTADO ESTADUAL,5,57,8.77
2006,BA,MDB*,DEPUTADO FEDERAL,1,35,2.86
2006,BA,MOBILIZA*,DEPUTADO ESTADUAL,1,57,1.75
2006,BA,PC DO B,DEPUTADO ESTADUAL,2,57,3.51
2006,BA,PC DO B,DEPUTADO FEDERAL,2,35,5.71
2006,BA,PDT,DEPUTADO ESTADUAL,3,57,5.26
2006,BA,PDT,DEPUTADO FEDERAL,2,35,5.71
2006,BA,PL*,DEPUTADO ESTADUAL,5,57,8.77
2006,BA,PL*,DEPUTADO FEDERAL,2,35,5.71
2006,BA,PP*,DEPUTADO ESTADUAL,4,57,7.02
2006,BA,PP*,DEPUTADO FEDERAL,3,35,8.57
2006,BA,PRP,DEPUTADO ESTADUAL,2,57,3.51
2006,BA,PRTB*,DEPUTADO ESTADUAL,2,57,3.51
2006,BA,PSB,DEPUTADO ESTADUAL,1,57,1.75
2006,BA,PSB,DEPUTADO FEDERAL,1,35,2.86
2006,BA,PSC,DEPUTADO ESTADUAL,1,57,1.75
2006,BA,PSDB,DEPUTADO ESTADUAL,3,57,5.26
2006,BA,PSDB,DEPUTADO FEDERAL,1,35,2.86
2006,BA,PSL,DEPUTADO ESTADUAL,1,57,1.75
2006,BA,PT,DEPUTADO ESTADUAL,10,57,17.54
2006,BA,PT,DEPUTADO FEDERAL,8,35,22.86
2006,BA,PTN,DEPUTADO ESTADUAL,1,57,1.75
2006,CE,DC*,DEPUTADO ESTADUAL,2,40,5.0
2006,CE,DEM*,DEPUTADO ESTADUAL,1,40,2.5
2006,CE,MDB*,DEPUTADO ESTADUAL,5,40,12.5
2006,CE,MDB*,DEPUTADO FEDERAL,6,19,31.58
2006,CE,PAN,DEPUTADO ESTADUAL,1,40,2.5
2006,CE,PC DO B,DEPUTADO ESTADUAL,1,40,2.5
2006,CE,PC DO B,DEPUTADO FEDERAL,1,19,5.26
2006,CE,PDT,DEPUTADO ESTADUAL,2,40,5.0
2006,CE,PHS*,DEPUTADO ESTADUAL,1,40,2.5
2006,CE,PL*,DEPUTADO FEDERAL,1,19,5.26
2006,CE,PP*,DEPUTADO FEDERAL,1,19,5.26
2006,CE,PSB,DEPUTADO ESTADUAL,8,40,20.0
2006,CE,PSB,DEPUTADO FEDERAL,2,19,10.53
2006,CE,PSDB,DEPUTADO ESTADUAL,13,40,32.5
2006,CE,PSDB,DEPUTADO FEDERAL,4,19,21.05
2006,CE,PSL,DEPUTADO ESTADUAL,2,40,5.0
2006,CE,PT,DEPUTADO ESTADUAL,3,40,7.5
2006,CE,PT,DEPUTADO FEDERAL,3,19,15.79
2006,CE,PTB,DEPUTADO FEDERAL,1,19,5.26
2006,CE,PV,DEPUTADO ESTADUAL,1,40,2.5
2006,DF,CIDADANIA*,DEPUTADO FEDERAL,1,5,20.0
2006,DF,DEM*,DEPUTADO DISTRITAL,3,19,15.79
2006,DF,DEM*,DEPUTADO FEDERAL,1,5,20.0
2006,DF,MDB*,DEPUTADO DISTRITAL,3,19,15.79
2006,DF,MDB*,DEPUTADO FEDERAL,1,5,20.0
2006,DF,PDT,DEPUTADO DISTRITAL,1,19,5.26
2006,DF,PL*,DEPUTADO DISTRITAL,1,19,5.26
2006,DF,PP*,DEPUTADO DISTRITAL,1,19,5.26
2006,DF,PRONA,DEPUTADO DISTRITAL,1,19,5.26
2006,DF,PRP,DEPUTADO DISTRITAL,1,19,5.26
2006,DF,PSB,DEPUTADO DISTRITAL,1,19,5.26
2006,DF,PSDB,DEPUTADO DISTRITAL,2,19,10.53
2006,DF,PSL,DEPUTADO DISTRITAL,1,19,5.26
2006,DF,PT,DEPUTADO DISTRITAL,3,19,15.79
2006,DF,PT,DEPUTADO FEDERAL,1,5,20.0
2006,DF,PTB,DEPUTADO DISTRITAL,1,19,5.26
2006,DF,PTB,DEPUTADO FEDERAL,1,5,20.0
2006,ES,AVANTE*,DEPUTADO ESTADUAL,1,26,3.85
2006,ES,DEM*,DEPUTADO ESTADUAL,2,26,7.69
2006,ES,MDB*,DEPUTADO ESTADUAL,2,26,7.69
2006,ES,MDB*,DEPUTADO FEDERAL,3,8,37.5
2006,ES,MOBILIZA*,DEPUTADO ESTADUAL,1,26,3.85
2006,ES,PAN,DEPUTADO ESTADUAL,1,26,3.85
2006,ES,PDT,DEPUTADO ESTADUAL,4,26,15.38
2006,ES,PDT,DEPUTADO FEDERAL,2,8,25.0
2006,ES,PL*,DEPUTADO ESTADUAL,1,26,3.85
2006,ES,PL*,DEPUTADO FEDERAL,1,8,12.5
2006,ES,PP*,DEPUTADO ESTADUAL,1,26,3.85
2006,ES,PRP,DEPUTADO ESTADUAL,1,26,3.85
2006,ES,PSB,DEPUTADO ESTADUAL,4,26,15.38
2006,ES,PSC,DEPUTADO ESTADUAL,1,26,3.85
2006,ES,PSDB,DEPUTADO ESTADUAL,1,26,3.85
2006,ES,PSDB,DEPUTADO FEDERAL,1,8,12.5
2006,ES,PT,DEPUTADO ESTADUAL,2,26,7.69
2006,ES,PT,DEPUTADO FEDERAL,1,8,12.5
2006,ES,PTB,DEPUTADO ESTADUAL,4,26,15.38
2006,GO,AVANTE*,DEPUTADO ESTADUAL,2,36,5.56
2006,GO,DEM*,DEPUTADO ESTADUAL,2,36,5.56
2006,GO,DEM*,DEPUTADO FEDERAL,1,15,6.67
2006,GO,MDB*,DEPUTADO ESTADUAL,9,36,25.0
2006,GO,MDB*,DEPUTADO FEDERAL,5,15,33.33
2006,GO,PDT,DEPUTADO ESTADUAL,2,36,5.56
2006,GO,PL*,DEPUTADO ESTADUAL,3,36,8.33
2006,GO,PL*,DEPUTADO FEDERAL,1,15,6.67
2006,GO,PP*,DEPUTADO ESTADUAL,2,36,5.56
2006,GO,PP*,DEPUTADO FEDERAL,2,15,13.33
2006,GO,PSB,DEPUTADO ESTADUAL,1,36,2.78
2006,GO,PSDB,DEPUTADO ESTADUAL,9,36,25.0
2006,GO,PSDB,DEPUTADO FEDERAL,3,15,20.0
2006,GO,PT,DEPUTADO ESTADUAL,2,36,5.56
2006,GO,PT,DEPUTADO FEDERAL,1,15,6.67
2006,GO,PTB,DEPUTADO ESTADUAL,4,36,11.11
2006,GO,PTB,DEPUTADO FEDERAL,2,15,13.33
2006,MA,AGIR*,DEPUTADO ESTADUAL,1,37,2.7
2006,MA,AVANTE*,DEPUTADO ESTADUAL,1,37,2.7
