ANO_ELEICAO,SG_PARTIDO,DS_CARGO,eleitos_partido_BR,total_BR,coeficiente_BR,eleitos_partido_CE,total_CE,coeficiente_CE
2018,MOBILIZA*,DEPUTADO FEDERAL,3,513,0.58,0,22,0.0
2018,NOVO,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2018,NOVO,DEPUTADO ESTADUAL,11,1035,1.06,0,46,0.0
2018,NOVO,DEPUTADO FEDERAL,8,513,1.56,0,22,0.0
2018,PATRI,DEPUTADO ESTADUAL,16,1035,1.55,3,46,6.52
2018,PATRI,DEPUTADO FEDERAL,5,513,0.97,1,22,4.55
2018,PC DO B,DEPUTADO ESTADUAL,21,1035,2.03,2,46,4.35
2018,PC DO B,DEPUTADO FEDERAL,9,513,1.75,0,22,0.0
2018,PDT,DEPUTADO DISTRITAL,2,24,8.33,0,0,0.0
2018,PDT,DEPUTADO ESTADUAL,51,1035,4.93,14,46,30.43
2018,PDT,DEPUTADO FEDERAL,28,513,5.46,6,22,27.27
2018,PHS*,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2018,PHS*,DEPUTADO ESTADUAL,14,1035,1.35,0,46,0.0
2018,PHS*,DEPUTADO FEDERAL,6,513,1.17,0,22,0.0
2018,PL*,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2018,PL*,DEPUTADO ESTADUAL,43,1035,4.15,1,46,2.17
2018,PL*,DEPUTADO FEDERAL,33,513,6.43,1,22,4.55
2018,PMB,DEPUTADO ESTADUAL,2,1035,0.19,0,46,0.0
2018,PODE,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2018,PODE,DEPUTADO ESTADUAL,20,1035,1.93,0,46,0.0
2018,PODE,DEPUTADO FEDERAL,11,513,2.14,0,22,0.0
2018,PP*,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2018,PP*,DEPUTADO ESTADUAL,68,1035,6.57,3,46,6.52
2018,PP*,DEPUTADO FEDERAL,37,513,7.21,1,22,4.55
2018,PPL,DEPUTADO ESTADUAL,4,1035,0.39,0,46,0.0
2018,PPL,DEPUTADO FEDERAL,1,513,0.19,0,22,0.0
2018,PROS,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2018,PROS,DEPUTADO ESTADUAL,18,1035,1.74,2,46,4.35
2018,PROS,DEPUTADO FEDERAL,8,513,1.56,2,22,9.09
2018,PRP,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2018,PRP,DEPUTADO ESTADUAL,12,1035,1.16,0,46,0.0
2018,PRP,DEPUTADO FEDERAL,4,513,0.78,0,22,0.0
2018,PRTB*,DEPUTADO ESTADUAL,16,1035,1.55,0,46,0.0
2018,PSB,DEPUTADO DISTRITAL,2,24,8.33,0,0,0.0
2018,PSB,DEPUTADO ESTADUAL,64,1035,6.18,1,46,2.17
2018,PSB,DEPUTADO FEDERAL,32,513,6.24,1,22,4.55
2018,PSC,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2018,PSC,DEPUTADO ESTADUAL,29,1035,2.8,0,46,0.0
2018,PSC,DEPUTADO FEDERAL,7,513,1.36,0,22,0.0
2018,PSD,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2018,PSD,DEPUTADO ESTADUAL,60,1035,5.8,2,46,4.35
2018,PSD,DEPUTADO FEDERAL,35,513,6.82,1,22,4.55
2018,PSDB,DEPUTADO ESTADUAL,73,1035,7.05,2,46,4.35
2018,PSDB,DEPUTADO FEDERAL,30,513,5.85,1,22,4.55
2018,PSL,DEPUTADO ESTADUAL,72,1035,6.96,2,46,4.35
2018,PSL,DEPUTADO FEDERAL,52,513,10.14,1,22,4.55
2018,PSOL,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2018,PSOL,DEPUTADO ESTADUAL,16,1035,1.55,1,46,2.17
2018,PSOL,DEPUTADO FEDERAL,10,513,1.95,0,22,0.0
2018,PT,DEPUTADO DISTRITAL,2,24,8.33,0,0,0.0
2018,PT,DEPUTADO ESTADUAL,84,1035,8.12,4,46,8.7
2018,PT,DEPUTADO FEDERAL,56,513,10.92,3,22,13.64
2018,PTB,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2018,PTB,DEPUTADO ESTADUAL,30,1035,2.9,0,46,0.0
2018,PTB,DEPUTADO FEDERAL,10,513,1.95,1,22,4.55
2018,PV,DEPUTADO ESTADUAL,28,1035,2.71,0,46,0.0
2018,PV,DEPUTADO FEDERAL,4,513,0.78,1,22,4.55
2018,REDE,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2018,REDE,DEPUTADO ESTADUAL,7,1035,0.68,0,46,0.0
2018,REDE,DEPUTADO FEDERAL,1,513,0.19,0,22,0.0
2018,REPUBLICANOS*,DEPUTADO DISTRITAL,2,24,8.33,0,0,0.0
2018,REPUBLICANOS*,DEPUTADO ESTADUAL,41,1035,3.96,1,46,2.17
2018,REPUBLICANOS*,DEPUTADO FEDERAL,29,513,5.65,0,22,0.0
2018,SOLIDARIEDADE*,DEPUTADO ESTADUAL,29,1035,2.8,2,46,4.35
2018,SOLIDARIEDADE*,DEPUTADO FEDERAL,13,513,2.53,1,22,4.55
2022,AGIR*,DEPUTADO DISTRITAL,2,24,8.33,0,0,0.0
2022,AGIR*,DEPUTADO ESTADUAL,3,1035,0.29,0,46,0.0
2022,AVANTE*,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2022,AVANTE*,DEPUTADO ESTADUAL,13,1035,1.26,1,46,2.17
2022,AVANTE*,DEPUTADO FEDERAL,7,513,1.36,0,22,0.0
2022,CIDADANIA*,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2022,CIDADANIA*,DEPUTADO ESTADUAL,18,1035,1.74,1,46,2.17
2022,CIDADANIA*,DEPUTADO FEDERAL,5,513,0.97,0,22,0.0
2022,DC*,DEPUTADO ESTADUAL,1,1035,0.1,0,46,0.0
2022,MDB*,DEPUTADO DISTRITAL,3,24,12.5,0,0,0.0
2022,MDB*,DEPUTADO ESTADUAL,91,1035,8.79,3,46,6.52
2022,MDB*,DEPUTADO FEDERAL,42,513,8.19,1,22,4.55
2022,MOBILIZA*,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2022,MOBILIZA*,DEPUTADO ESTADUAL,4,1035,0.39,1,46,2.17
2022,NOVO,DEPUTADO ESTADUAL,5,1035,0.48,0,46,0.0
2022,NOVO,DEPUTADO FEDERAL,3,513,0.58,0,22,0.0
2022,PATRIOTA*,DEPUTADO ESTADUAL,17,1035,1.64,0,46,0.0
2022,PATRIOTA*,DEPUTADO FEDERAL,4,513,0.78,0,22,0.0
2022,PC DO B,DEPUTADO ESTADUAL,18,1035,1.74,1,46,2.17
2022,PC DO B,DEPUTADO FEDERAL,6,513,1.17,0,22,0.0
2022,PDT,DEPUTADO ESTADUAL,44,1035,4.25,13,46,28.26
2022,PDT,DEPUTADO FEDERAL,17,513,3.31,5,22,22.73
2022,PL*,DEPUTADO DISTRITAL,4,24,16.67,0,0,0.0
2022,PL*,DEPUTADO ESTADUAL,124,1035,11.98,4,46,8.7
2022,PL*,DEPUTADO FEDERAL,99,513,19.3,5,22,22.73
2022,PMB,DEPUTADO ESTADUAL,3,1035,0.29,0,46,0.0
2022,PODE,DEPUTADO ESTADUAL,27,1035,2.61,0,46,0.0
2022,PODE,DEPUTADO FEDERAL,12,513,2.34,0,22,0.0
2022,PP*,DEPUTADO DISTRITAL,2,24,8.33,0,0,0.0
2022,PP*,DEPUTADO ESTADUAL,84,1035,8.12,3,46,6.52
2022,PP*,DEPUTADO FEDERAL,47,513,9.16,1,22,4.55
2022,PROS,DEPUTADO ESTADUAL,8,1035,0.77,0,46,0.0
2022,PROS,DEPUTADO FEDERAL,3,513,0.58,0,22,0.0
2022,PRTB*,DEPUTADO ESTADUAL,6,1035,0.58,0,46,0.0
2022,PSB,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2022,PSB,DEPUTADO ESTADUAL,54,1035,5.22,0,46,0.0
2022,PSB,DEPUTADO FEDERAL,14,513,2.73,0,22,0.0
2022,PSC,DEPUTADO ESTADUAL,20,1035,1.93,0,46,0.0
2022,PSC,DEPUTADO FEDERAL,6,513,1.17,0,22,0.0
2022,PSD,DEPUTADO DISTRITAL,2,24,8.33,0,0,0.0
2022,PSD,DEPUTADO ESTADUAL,77,1035,7.44,3,46,6.52
2022,PSD,DEPUTADO FEDERAL,42,513,8.19,3,22,13.64
2022,PSDB,DEPUTADO ESTADUAL,55,1035,5.31,1,46,2.17
2022,PSDB,DEPUTADO FEDERAL,13,513,2.53,0,22,0.0
2022,PSOL,DEPUTADO DISTRITAL,2,24,8.33,0,0,0.0
2022,PSOL,DEPUTADO ESTADUAL,20,1035,1.93,1,46,2.17
2022,PSOL,DEPUTADO FEDERAL,12,513,2.34,0,22,0.0
2022,PT,DEPUTADO DISTRITAL,3,24,12.5,0,0,0.0
2022,PT,DEPUTADO ESTADUAL,114,1035,11.01,8,46,17.39
2022,PT,DEPUTADO FEDERAL,69,513,13.45,3,22,13.64
2022,PTB,DEPUTADO ESTADUAL,8,1035,0.77,0,46,0.0
2022,PTB,DEPUTADO FEDERAL,1,513,0.19,0,22,0.0
2022,PV,DEPUTADO ESTADUAL,20,1035,1.93,0,46,0.0
2022,PV,DEPUTADO FEDERAL,6,513,1.17,0,22,0.0
2022,REDE,DEPUTADO ESTADUAL,7,1035,0.68,0,46,0.0
2022,REDE,DEPUTADO FEDERAL,2,513,0.39,0,22,0.0
2022,REPUBLICANOS*,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2022,REPUBLICANOS*,DEPUTADO ESTADUAL,75,1035,7.25,2,46,4.35
2022,REPUBLICANOS*,DEPUTADO FEDERAL,40,513,7.8,0,22,0.0
2022,SOLIDARIEDADE*,DEPUTADO ESTADUAL,21,1035,2.03,0,46,0.0
2022,SOLIDARIEDADE*,DEPUTADO FEDERAL,4,513,0.78,0,22,0.0
2022,UNIÃO,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2022,UNIÃO,DEPUTADO ESTADUAL,98,1035,9.47,4,46,8.7
2022,UNIÃO,DEPUTADO FEDERAL,59,513,11.5,4,22,18.18
